# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-07 23:20:55 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02336240 S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02336240
#            TS   parameter     Description
#         39623       00065     Gage height, feet
#         39624       00060     Discharge, cubic feet per second
#         39626       00010     Temperature, water, degrees Celsius
#         39627       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#         39628       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#         39629       00400     pH, water, unfiltered, field, standard units
#         39630       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	39623_00065	39623_00065_cd	39624_00060	39624_00060_cd	39626_00010	39626_00010_cd	39627_00095	39627_00095_cd	39628_00300	39628_00300_cd	39629_00400	39629_00400_cd	39630_63680	39630_63680_cd
USGS	02336240	2020-06-30 19:45	EDT	4.47	P	110	P	24.7	A	97	A	7.4	A	7.0	A	59.3	A
USGS	02336240	2020-06-30 20:00	EDT	4.39	P	98.0	P	24.8	A	94	A	7.4	A	7.0	A	51.1	A
USGS	02336240	2020-06-30 20:15	EDT	4.34	P	90.4	P	24.8	A	92	A	7.4	A	7.0	A	51.1	A
USGS	02336240	2020-06-30 20:30	EDT	4.32	P	87.3	P	24.8	A	91	A	7.4	A	7.0	A	39.8	A
USGS	02336240	2020-06-30 20:45	EDT	4.31	P	85.8	P	24.8	A	91	A	7.4	A	7.0	A	39.3	A
USGS	02336240	2020-06-30 21:00	EDT	4.28	P	81.4	P	24.8	A	91	A	7.4	A	7.0	A	44.2	A
USGS	02336240	2020-06-30 21:15	EDT	4.23	P	74.4	P	24.8	A	90	A	7.4	A	7.0	A	28.4	A
USGS	02336240	2020-06-30 21:30	EDT	4.18	P	67.8	P	24.8	A	90	A	7.4	A	7.0	A	34.0	A
USGS	02336240	2020-06-30 21:45	EDT	4.13	P	61.6	P	24.8	A	90	A	7.4	A	7.0	A	30.8	A
USGS	02336240	2020-06-30 22:00	EDT	4.09	P	57.0	P	24.8	A	90	A	7.3	A	7.0	A	27.1	A
USGS	02336240	2020-06-30 22:15	EDT	4.05	P	52.6	P	24.8	A	90	A	7.3	A	7.0	A	27.6	A
USGS	02336240	2020-06-30 22:30	EDT	4.01	P	48.4	P	24.8	A	90	A	7.3	A	7.0	A	30.9	A
USGS	02336240	2020-06-30 22:45	EDT	3.98	P	45.5	P	24.7	A	89	A	7.2	A	7.0	A	29.4	A
USGS	02336240	2020-06-30 23:00	EDT	3.96	P	43.6	P	24.7	A	88	A	7.2	A	7.0	A	25.7	A
USGS	02336240	2020-06-30 23:15	EDT	3.95	P	42.7	P	24.6	A	87	A	7.2	A	6.9	A	28.8	A
USGS	02336240	2020-06-30 23:30	EDT	3.94	P	41.7	P	24.6	A	86	A	7.2	A	6.9	A	30.5	A
USGS	02336240	2020-06-30 23:45	EDT	3.94	P	41.7	P	24.6	A	85	A	7.1	A	6.9	A	30.6	A
USGS	02336240	2020-07-01 00:00	EDT	3.92	P	40.0	P	24.5	A	84	A	7.1	A	6.9	A	33.4	A
USGS	02336240	2020-07-01 00:15	EDT	3.91	P	39.1	P	24.5	A	84	A	7.1	A	6.9	A	29.5	A
USGS	02336240	2020-07-01 00:30	EDT	3.90	P	38.2	P	24.4	A	83	A	7.1	A	6.9	A	26.6	A
USGS	02336240	2020-07-01 00:45	EDT	3.88	P	36.5	P	24.4	A	83	A	7.1	A	6.9	A	26.8	A
USGS	02336240	2020-07-01 01:00	EDT	3.86	P	34.9	P	24.4	A	84	A	7.1	A	6.9	A	31.1	A
USGS	02336240	2020-07-01 01:15	EDT	3.84	P	33.3	P	24.3	A	84	A	7.1	A	6.9	A	23.9	A
USGS	02336240	2020-07-01 01:30	EDT	3.83	P	32.6	P	24.3	A	85	A	7.1	A	6.9	A	23.2	A
USGS	02336240	2020-07-01 01:45	EDT	3.82	P	31.8	P	24.2	A	85	A	7.1	A	6.9	A	22.6	A
USGS	02336240	2020-07-01 02:00	EDT	3.80	P	30.3	P	24.2	A	86	A	7.1	A	6.9	A	20.9	A
USGS	02336240	2020-07-01 02:15	EDT	3.79	P	29.6	P	24.1	A	87	A	7.1	A	6.9	A	20.5	A
USGS	02336240	2020-07-01 02:30	EDT	3.78	P	28.9	P	24.1	A	88	A	7.2	A	6.9	A	19.8	A
USGS	02336240	2020-07-01 02:45	EDT	3.78	P	28.9	P	24.1	A	88	A	7.1	A	6.9	A	18.7	A
USGS	02336240	2020-07-01 03:00	EDT	3.77	P	28.2	P	24.0	A	89	A	7.1	A	6.9	A	17.5	A
USGS	02336240	2020-07-01 03:15	EDT	3.77	P	28.2	P	24.0	A	90	A	7.2	A	6.9	A	18.9	A
USGS	02336240	2020-07-01 03:30	EDT	3.76	P	27.5	P	23.9	A	90	A	7.1	A	6.9	A	17.3	A
USGS	02336240	2020-07-01 03:45	EDT	3.76	P	27.5	P	23.9	A	90	A	7.1	A	6.9	A	17.3	A
USGS	02336240	2020-07-01 04:00	EDT	3.76	P	27.5	P	23.9	A	91	A	7.1	A	6.9	A	17.3	A
USGS	02336240	2020-07-01 04:15	EDT	3.75	P	26.9	P	23.8	A	91	A	7.2	A	6.9	A	17.9	A
USGS	02336240	2020-07-01 04:30	EDT	3.75	P	26.9	P	23.8	A	91	A	7.1	A	6.9	A	18.0	A
USGS	02336240	2020-07-01 04:45	EDT	3.74	P	26.2	P	23.8	A	92	A	7.1	A	6.9	A	18.1	A
USGS	02336240	2020-07-01 05:00	EDT	3.73	P	25.6	P	23.7	A	92	A	7.1	A	6.9	A	18.6	A
USGS	02336240	2020-07-01 05:15	EDT	3.73	P	25.6	P	23.7	A	92	A	7.1	A	6.9	A	17.6	A
USGS	02336240	2020-07-01 05:30	EDT	3.72	P	24.9	P	23.6	A	92	A	7.1	A	6.9	A	18.8	A
USGS	02336240	2020-07-01 05:45	EDT	3.72	P	24.9	P	23.6	A	92	A	7.1	A	6.9	A	18.1	A
USGS	02336240	2020-07-01 06:00	EDT	3.71	P	24.3	P	23.6	A	91	A	7.1	A	6.9	A	18.4	A
USGS	02336240	2020-07-01 06:15	EDT	3.71	P	24.3	P	23.5	A	91	A	7.1	A	6.9	A	18.2	A
USGS	02336240	2020-07-01 06:30	EDT	3.70	P	23.7	P	23.5	A	91	A	7.1	A	6.9	A	18.6	A
USGS	02336240	2020-07-01 06:45	EDT	3.70	P	23.7	P	23.5	A	91	A	7.1	A	6.9	A	18.1	A
USGS	02336240	2020-07-01 07:00	EDT	3.70	P	23.7	P	23.4	A	91	A	7.1	A	6.8	A	16.6	A
USGS	02336240	2020-07-01 07:15	EDT	3.69	P	23.1	P	23.4	A	90	A	7.1	A	6.8	A	17.5	A
USGS	02336240	2020-07-01 07:30	EDT	3.69	P	23.1	P	23.4	A	90	A	7.1	A	6.8	A	16.3	A
USGS	02336240	2020-07-01 07:45	EDT	3.69	P	23.1	P	23.4	A	90	A	7.1	A	6.8	A	15.7	A
USGS	02336240	2020-07-01 08:00	EDT	3.68	P	22.5	P	23.4	A	90	A	7.1	A	6.8	A	15.5	A
USGS	02336240	2020-07-01 08:15	EDT	3.68	P	22.5	P	23.4	A	90	A	7.1	A	6.8	A	15.8	A
USGS	02336240	2020-07-01 08:30	EDT	3.68	P	22.5	P	23.4	A	90	A	7.1	A	6.9	A	15.3	A
USGS	02336240	2020-07-01 08:45	EDT	3.67	P	21.9	P	23.3	A	90	A	7.2	A	6.9	A	14.7	A
USGS	02336240	2020-07-01 09:00	EDT	3.67	P	21.9	P	23.3	A	90	A	7.1	A	6.9	A	13.7	A
USGS	02336240	2020-07-01 09:15	EDT	3.67	P	21.9	P	23.3	A	90	A	7.2	A	6.9	A		
USGS	02336240	2020-07-01 09:30	EDT	3.66	P	21.3	P	23.4	A	90	A	7.2	A	6.9	A	13.9	A
USGS	02336240	2020-07-01 09:45	EDT	3.66	P	21.3	P	23.4	A	90	A	7.2	A	6.9	A	13.7	A
USGS	02336240	2020-07-01 10:00	EDT	3.66	P	21.3	P	23.4	A	90	A	7.2	A	6.9	A	12.7	A
USGS	02336240	2020-07-01 10:15	EDT	3.66	P	21.3	P	23.4	A	90	A	7.3	A	6.9	A	12.7	A
USGS	02336240	2020-07-01 10:30	EDT	3.65	P	20.8	P	23.4	A	91	A	7.3	A	6.9	A	12.1	A
USGS	02336240	2020-07-01 10:45	EDT	3.65	P	20.8	P	23.4	A	91	A	7.3	A	6.9	A	12.4	A
USGS	02336240	2020-07-01 11:00	EDT	3.65	P	20.8	P	23.4	A	91	A	7.3	A	6.9	A	11.8	A
USGS	02336240	2020-07-01 11:15	EDT	3.65	P	20.8	P	23.4	A	92	A	7.3	A	6.9	A	11.7	A
USGS	02336240	2020-07-01 11:30	EDT	3.65	P	20.8	P	23.5	A	92	A	7.4	A	6.9	A	11.0	A
USGS	02336240	2020-07-01 11:45	EDT	3.64	P	20.2	P	23.4	A	93	A	7.4	A	6.9	A	10.7	A
USGS	02336240	2020-07-01 12:00	EDT	3.64	P	20.2	P	23.4	A	93	A	7.4	A	6.9	A	10.9	A
USGS	02336240	2020-07-01 12:15	EDT	3.64	P	20.2	P	23.4	A	94	A	7.5	A	6.9	A	11.1	A
USGS	02336240	2020-07-01 12:30	EDT	3.64	P	20.2	P	23.4	A	94	A	7.5	A	6.9	A	10.3	A
USGS	02336240	2020-07-01 12:45	EDT	3.63	P	19.7	P	23.4	A	95	A	7.5	A	6.9	A	9.5	A
USGS	02336240	2020-07-01 13:00	EDT	3.63	P	19.7	P	23.4	A	95	A	7.5	A	6.9	A	9.6	A
USGS	02336240	2020-07-01 13:15	EDT	3.63	P	19.7	P	23.5	A	96	A	7.5	A	6.9	A	9.2	A
USGS	02336240	2020-07-01 13:30	EDT	3.63	P	19.7	P	23.6	A	97	A	7.6	A	6.9	A	8.9	A
USGS	02336240	2020-07-01 13:45	EDT	3.62	P	19.1	P	23.7	A	97	A	7.6	A	7.0	A	8.7	A
USGS	02336240	2020-07-01 14:00	EDT	3.62	P	19.1	P	23.9	A	98	A	7.7	A	7.0	A	8.3	A
USGS	02336240	2020-07-01 14:15	EDT	3.62	P	19.1	P	24.0	A	98	A	7.7	A	7.0	A	7.9	A
USGS	02336240	2020-07-01 14:30	EDT	3.62	P	19.1	P	24.2	A	98	A	7.7	A	7.0	A	7.9	A
USGS	02336240	2020-07-01 14:45	EDT	3.61	P	18.6	P	24.2	A	99	A	7.8	A	7.0	A	7.7	A
USGS	02336240	2020-07-01 15:00	EDT	3.61	P	18.6	P	24.3	A	99	A	7.7	A	7.0	A	7.4	A
USGS	02336240	2020-07-01 15:15	EDT	3.61	P	18.6	P	24.4	A	100	A	7.7	A	7.0	A	7.3	A
USGS	02336240	2020-07-01 15:30	EDT	3.61	P	18.6	P	24.4	A	100	A	7.8	A	7.0	A	6.8	A
USGS	02336240	2020-07-01 15:45	EDT	3.61	P	18.6	P	24.5	A	100	A	7.7	A	7.0	A	7.1	A
USGS	02336240	2020-07-01 16:00	EDT	3.61	P	18.6	P	24.4	A	101	A	7.7	A	7.0	A	7.2	A
USGS	02336240	2020-07-01 16:15	EDT	3.61	P	18.6	P	24.4	A	99	A	7.7	A	7.0	A	7.5	A
USGS	02336240	2020-07-01 16:30	EDT	3.61	P	18.6	P	24.3	A	101	A	7.7	A	7.0	A	9.6	A
USGS	02336240	2020-07-01 16:45	EDT	3.61	P	18.6	P	24.3	A	101	A	7.7	A	7.0	A	8.4	A
USGS	02336240	2020-07-01 17:00	EDT	3.61	P	18.6	P	24.3	A	102	A	7.7	A	7.0	A	6.7	A
USGS	02336240	2020-07-01 17:15	EDT	3.61	P	18.6	P	24.3	A	102	A	7.7	A	7.0	A	6.5	A
USGS	02336240	2020-07-01 17:30	EDT	3.62	P	19.1	P	24.3	A	102	A	7.7	A	7.0	A	6.0	A
USGS	02336240	2020-07-01 17:45	EDT	3.63	P	19.7	P	24.3	A	103	A	7.7	A	7.0	A	6.4	A
USGS	02336240	2020-07-01 18:00	EDT	3.63	P	19.7	P	24.3	A	104	A	7.7	A	7.0	A	6.2	A
USGS	02336240	2020-07-01 18:15	EDT	3.63	P	19.7	P	24.2	A	104	A	7.6	A	7.0	A	6.2	A
USGS	02336240	2020-07-01 18:30	EDT	3.64	P	20.2	P	24.2	A	104	A	7.6	A	7.0	A	6.3	A
USGS	02336240	2020-07-01 18:45	EDT	3.64	P	20.2	P	24.2	A	105	A	7.6	A	7.0	A	6.1	A
USGS	02336240	2020-07-01 19:00	EDT	3.64	P	20.2	P	24.1	A	106	A	7.6	A	7.0	A	6.0	A
USGS	02336240	2020-07-01 19:15	EDT	3.63	P	19.7	P	24.0	A	108	A	7.6	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 19:30	EDT	3.62	P	19.1	P	24.0	A	108	A	7.6	A	7.0	A	6.1	A
USGS	02336240	2020-07-01 19:45	EDT	3.62	P	19.1	P	23.9	A	108	A	7.6	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 20:00	EDT	3.63	P	19.7	P	23.9	A	109	A	7.5	A	7.0	A	6.0	A
USGS	02336240	2020-07-01 20:15	EDT	3.64	P	20.2	P	23.9	A	109	A	7.5	A	7.0	A	5.5	A
USGS	02336240	2020-07-01 20:30	EDT	3.65	P	20.8	P	23.8	A	109	A	7.5	A	7.0	A	5.6	A
USGS	02336240	2020-07-01 20:45	EDT	3.65	P	20.8	P	23.8	A	109	A	7.4	A	7.0	A	6.0	A
USGS	02336240	2020-07-01 21:00	EDT	3.66	P	21.3	P	23.8	A	109	A	7.5	A	7.0	A	5.7	A
USGS	02336240	2020-07-01 21:15	EDT	3.65	P	20.8	P	23.7	A	109	A	7.4	A	7.0	A	5.7	A
USGS	02336240	2020-07-01 21:30	EDT	3.65	P	20.8	P	23.7	A	110	A	7.4	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 21:45	EDT	3.64	P	20.2	P	23.6	A	111	A	7.4	A	7.0	A	5.9	A
USGS	02336240	2020-07-01 22:00	EDT	3.64	P	20.2	P	23.6	A	111	A	7.4	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 22:15	EDT	3.63	P	19.7	P	23.6	A	112	A	7.4	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 22:30	EDT	3.63	P	19.7	P	23.5	A	112	A	7.3	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 22:45	EDT	3.62	P	19.1	P	23.5	A	112	A	7.3	A	7.0	A	5.9	A
USGS	02336240	2020-07-01 23:00	EDT	3.61	P	18.6	P	23.5	A	112	A	7.3	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 23:15	EDT	3.61	P	18.6	P	23.4	A	112	A	7.3	A	7.0	A	5.7	A
USGS	02336240	2020-07-01 23:30	EDT	3.60	P	18.1	P	23.4	A	112	A	7.3	A	7.0	A	5.8	A
USGS	02336240	2020-07-01 23:45	EDT	3.60	P	18.1	P	23.4	A	112	A	7.2	A	7.0	A	5.8	A
USGS	02336240	2020-07-02 00:00	EDT	3.60	P	18.1	P	23.4	A	112	A	7.2	A	7.0	A	6.2	A
USGS	02336240	2020-07-02 00:15	EDT	3.60	P	18.1	P	23.4	A	112	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 00:30	EDT	3.59	P	17.6	P	23.4	A	112	A	7.2	A	7.0	A	5.8	A
USGS	02336240	2020-07-02 00:45	EDT	3.59	P	17.6	P	23.3	A	111	A	7.2	A	7.0	A	5.9	A
USGS	02336240	2020-07-02 01:00	EDT	3.59	P	17.6	P	23.3	A	111	A	7.2	A	7.0	A	5.9	A
USGS	02336240	2020-07-02 01:15	EDT	3.59	P	17.6	P	23.3	A	111	A	7.2	A	7.0	A	5.8	A
USGS	02336240	2020-07-02 01:30	EDT	3.58	P	17.1	P	23.3	A	111	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 01:45	EDT	3.58	P	17.1	P	23.3	A	111	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 02:00	EDT	3.58	P	17.1	P	23.2	A	111	A	7.2	A	7.0	A	5.9	A
USGS	02336240	2020-07-02 02:15	EDT	3.58	P	17.1	P	23.2	A	111	A	7.2	A	7.0	A	5.9	A
USGS	02336240	2020-07-02 02:30	EDT	3.58	P	17.1	P	23.2	A	111	A	7.2	A	7.0	A	6.1	A
USGS	02336240	2020-07-02 02:45	EDT	3.58	P	17.1	P	23.2	A	111	A	7.2	A	7.0	A	6.4	A
USGS	02336240	2020-07-02 03:00	EDT	3.58	P	17.1	P	23.1	A	111	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 03:15	EDT	3.57	P	16.6	P	23.1	A	111	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 03:30	EDT	3.57	P	16.6	P	23.1	A	111	A	7.2	A	7.0	A	5.8	A
USGS	02336240	2020-07-02 03:45	EDT	3.57	P	16.6	P	23.0	A	111	A	7.2	A	7.0	A	6.2	A
USGS	02336240	2020-07-02 04:00	EDT	3.57	P	16.6	P	23.0	A	111	A	7.2	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 04:15	EDT	3.57	P	16.6	P	23.0	A	111	A	7.3	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 04:30	EDT	3.57	P	16.6	P	23.0	A	111	A	7.3	A	7.0	A	6.0	A
USGS	02336240	2020-07-02 04:45	EDT	3.57	P	16.6	P	22.9	A	111	A	7.3	A	7.0	A	6.1	A
USGS	02336240	2020-07-02 05:00	EDT	3.57	P	16.6	P	22.9	A	111	A	7.3	A	7.0	A	6.1	A
USGS	02336240	2020-07-02 05:15	EDT	3.57	P	16.6	P	22.9	A	111	A	7.2	A	7.0	A	5.9	A
USGS	02336240	2020-07-02 05:30	EDT	3.57	P	16.6	P	22.8	A	112	A	7.3	A	7.0	A	6.2	A
USGS	02336240	2020-07-02 05:45	EDT	3.57	P	16.6	P	22.8	A	112	A	7.2	A	7.0	A	5.7	A
USGS	02336240	2020-07-02 06:00	EDT	3.57	P	16.6	P	22.8	A	112	A	7.3	A	7.0	A	5.5	A
USGS	02336240	2020-07-02 06:15	EDT	3.57	P	16.6	P	22.8	A	112	A	7.3	A	7.0	A	5.6	A
USGS	02336240	2020-07-02 06:30	EDT	3.57	P	16.6	P	22.7	A	112	A	7.3	A	7.0	A	5.6	A
USGS	02336240	2020-07-02 06:45	EDT	3.57	P	16.6	P	22.7	A	113	A	7.3	A	7.0	A	6.2	A
USGS	02336240	2020-07-02 07:00	EDT	3.57	P	16.6	P	22.7	A	113	A	7.3	A	7.0	A	5.4	A
USGS	02336240	2020-07-02 07:15	EDT	3.57	P	16.6	P	22.7	A	113	A	7.3	A	7.0	A	5.6	A
USGS	02336240	2020-07-02 07:30	EDT	3.57	P	16.6	P	22.6	A	114	A	7.3	A	7.0	A	5.5	A
USGS	02336240	2020-07-02 07:45	EDT	3.57	P	16.6	P	22.6	A	114	A	7.3	A	7.0	A	5.3	A
USGS	02336240	2020-07-02 08:00	EDT	3.57	P	16.6	P	22.6	A	114	A	7.3	A	7.0	A	4.9	A
USGS	02336240	2020-07-02 08:15	EDT	3.57	P	16.6	P	22.6	A	114	A	7.4	A	7.0	A	4.9	A
USGS	02336240	2020-07-02 08:30	EDT	3.56	P	16.2	P	22.6	A	115	A	7.4	A	7.0	A	4.8	A
USGS	02336240	2020-07-02 08:45	EDT	3.56	P	16.2	P	22.6	A	115	A	7.4	A	7.0	A	4.7	A
USGS	02336240	2020-07-02 09:00	EDT	3.57	P	16.6	P	22.6	A	115	A	7.4	A	7.0	A	4.8	A
USGS	02336240	2020-07-02 09:15	EDT	3.57	P	16.6	P	22.7	A	115	A	7.4	A	7.0	A	4.8	A
USGS	02336240	2020-07-02 09:30	EDT	3.57	P	16.6	P	22.7	A	115	A	7.5	A	7.0	A	5.0	A
USGS	02336240	2020-07-02 09:45	EDT	3.57	P	16.6	P	22.8	A	116	A	7.5	A	7.0	A	5.1	A
USGS	02336240	2020-07-02 10:00	EDT	3.57	P	16.6	P	22.9	A	116	A	7.5	A	7.0	A	4.4	A
USGS	02336240	2020-07-02 10:15	EDT	3.57	P	16.6	P	23.0	A	116	A	7.6	A	7.0	A	4.8	A
USGS	02336240	2020-07-02 10:30	EDT	3.57	P	16.6	P	23.1	A	117	A	7.6	A	7.0	A	4.4	A
USGS	02336240	2020-07-02 10:45	EDT	3.57	P	16.6	P	23.2	A	117	A	7.6	A	7.0	A	4.2	A
USGS	02336240	2020-07-02 11:00	EDT	3.57	P	16.6	P	23.3	A	118	A	7.6	A	7.1	A	6.2	A
USGS	02336240	2020-07-02 11:15	EDT	3.56	P	16.2	P	23.4	A	118	A	7.7	A	7.1	A	4.3	A
USGS	02336240	2020-07-02 11:30	EDT	3.56	P	16.2	P	23.5	A	118	A	7.7	A	7.1	A	4.0	A
USGS	02336240	2020-07-02 11:45	EDT	3.56	P	16.2	P	23.6	A	119	A	7.8	A	7.1	A	4.3	A
USGS	02336240	2020-07-02 12:00	EDT	3.56	P	16.2	P	23.7	A	119	A	7.8	A	7.1	A	4.1	A
USGS	02336240	2020-07-02 12:15	EDT	3.56	P	16.2	P	23.9	A	119	A	7.9	A	7.1	A	4.0	A
USGS	02336240	2020-07-02 12:30	EDT	3.56	P	16.2	P	24.0	A	119	A	7.8	A	7.1	A	3.8	A
USGS	02336240	2020-07-02 12:45	EDT	3.56	P	16.2	P	24.2	A	119	A	7.9	A	7.1	A	5.5	A
USGS	02336240	2020-07-02 13:00	EDT	3.56	P	16.2	P	24.4	A	119	A	7.9	A	7.1	A	4.7	A
USGS	02336240	2020-07-02 13:15	EDT	3.56	P	16.2	P	24.7	A	119	A	8.0	A	7.1	A	5.3	A
USGS	02336240	2020-07-02 13:30	EDT	3.56	P	16.2	P	24.9	A	120	A	7.9	A	7.1	A	4.4	A
USGS	02336240	2020-07-02 13:45	EDT	3.56	P	16.2	P	25.1	A	120	A	8.0	A	7.1	A	4.3	A
USGS	02336240	2020-07-02 14:00	EDT	3.56	P	16.2	P	25.2	A	120	A	8.0	A	7.1	A	3.7	A
USGS	02336240	2020-07-02 14:15	EDT	3.56	P	16.2	P	25.3	A	120	A	8.0	A	7.1	A	3.9	A
USGS	02336240	2020-07-02 14:30	EDT	3.55	P	15.7	P	25.2	A	120	A	8.0	A	7.1	A	3.4	A
USGS	02336240	2020-07-02 14:45	EDT	3.55	P	15.7	P	25.2	A	120	A	8.0	A	7.1	A	3.4	A
USGS	02336240	2020-07-02 15:00	EDT	3.55	P	15.7	P	25.2	A	120	A	7.9	A	7.1	A	4.0	A
USGS	02336240	2020-07-02 15:15	EDT	3.55	P	15.7	P	25.2	A	120	A	8.0	A	7.1	A	4.1	A
USGS	02336240	2020-07-02 15:30	EDT	3.55	P	15.7	P	25.2	A	120	A	7.9	A	7.1	A	3.6	A
USGS	02336240	2020-07-02 15:45	EDT	3.55	P	15.7	P	25.2	A	120	A	7.9	A	7.1	A	3.5	A
USGS	02336240	2020-07-02 16:00	EDT	3.55	P	15.7	P	25.2	A	120	A	7.9	A	7.1	A	3.4	A
USGS	02336240	2020-07-02 16:15	EDT	3.55	P	15.7	P	25.1	A	121	A	7.8	A	7.1	A	3.2	A
USGS	02336240	2020-07-02 16:30	EDT	3.56	P	16.2	P	25.0	A	120	A	7.8	A	7.1	A	3.8	A
USGS	02336240	2020-07-02 16:45	EDT	3.58	P	17.1	P	24.9	A	120	A	7.7	A	7.1	A	4.0	A
USGS	02336240	2020-07-02 17:00	EDT	4.06	P	53.7	P	24.6	A	126	A	7.6	A	7.0	A	54.9	A
USGS	02336240	2020-07-02 17:15	EDT	4.26	P	78.5	P	25.4	A	79	A	7.6	A	6.9	A	134	A
USGS	02336240	2020-07-02 17:30	EDT	4.22	P	73.0	P	25.3	A	84	A	7.6	A	7.0	A	107	A
USGS	02336240	2020-07-02 17:45	EDT	4.08	P	55.9	P	25.2	A	92	A	7.5	A	7.0	A	61.2	A
USGS	02336240	2020-07-02 18:00	EDT	4.14	P	62.8	P	25.0	A	102	A	7.4	A	7.0	A	62.2	A
USGS	02336240	2020-07-02 18:15	EDT	4.12	P	60.4	P	25.1	A	101	A	7.3	A	7.0	A	59.9	A
USGS	02336240	2020-07-02 18:30	EDT	4.04	P	51.5	P	25.3	A	94	A	7.2	A	7.0	A	38.5	A
USGS	02336240	2020-07-02 18:45	EDT	3.95	P	42.7	P	25.5	A	87	A	7.2	A	7.0	A	31.2	A
USGS	02336240	2020-07-02 19:00	EDT	3.89	P	37.4	P	25.6	A	87	A	7.1	A	7.0	A	36.0	A
USGS	02336240	2020-07-02 19:15	EDT	3.84	P	33.3	P	25.6	A	89	A	7.1	A	7.0	A	39.0	A
USGS	02336240	2020-07-02 19:30	EDT	3.81	P	31.1	P	25.5	A	93	A	7.0	A	7.0	A	38.7	A
USGS	02336240	2020-07-02 19:45	EDT	3.78	P	28.9	P	25.3	A	98	A	7.0	A	7.0	A	31.5	A
USGS	02336240	2020-07-02 20:00	EDT	3.75	P	26.9	P	25.2	A	103	A	7.1	A	7.0	A	35.3	A
USGS	02336240	2020-07-02 20:15	EDT	3.73	P	25.6	P	25.0	A	107	A	7.0	A	7.0	A	27.2	A
USGS	02336240	2020-07-02 20:30	EDT	3.72	P	24.9	P	24.9	A	109	A	7.1	A	7.0	A	28.8	A
USGS	02336240	2020-07-02 20:45	EDT	3.70	P	23.7	P	24.8	A	110	A	7.1	A	7.0	A	20.7	A
USGS	02336240	2020-07-02 21:00	EDT	3.69	P	23.1	P	24.7	A	110	A	7.0	A	7.0	A	21.2	A
USGS	02336240	2020-07-02 21:15	EDT	3.68	P	22.5	P	24.6	A	110	A	7.0	A	7.0	A	21.3	A
USGS	02336240	2020-07-02 21:30	EDT	3.66	P	21.3	P	24.5	A	109	A	7.0	A	7.0	A	20.6	A
USGS	02336240	2020-07-02 21:45	EDT	3.65	P	20.8	P	24.5	A	107	A	7.0	A	7.0	A	20.2	A
USGS	02336240	2020-07-02 22:00	EDT	3.64	P	20.2	P	24.4	A	106	A	6.9	A	7.0	A	19.8	A
USGS	02336240	2020-07-02 22:15	EDT	3.63	P	19.7	P	24.4	A	105	A	6.9	A	7.0	A	20.1	A
USGS	02336240	2020-07-02 22:30	EDT	3.63	P	19.7	P	24.3	A	103	A	6.9	A	7.0	A	18.7	A
USGS	02336240	2020-07-02 22:45	EDT	3.62	P	19.1	P	24.3	A	102	A	6.8	A	6.9	A	18.9	A
USGS	02336240	2020-07-02 23:00	EDT	3.61	P	18.6	P	24.3	A	101	A	6.8	A	6.9	A	18.4	A
USGS	02336240	2020-07-02 23:15	EDT	3.60	P	18.1	P	24.2	A	101	A	6.8	A	6.9	A	17.6	A
USGS	02336240	2020-07-02 23:30	EDT	3.60	P	18.1	P	24.2	A	101	A	6.7	A	6.9	A	17.1	A
